Cohort ID	Likelihood Weights	Mortality Prob
0	1.6470812157212036e-10	0.417022004702574
1	4.470423980003878e-15	0.7203244934421581
2	0.0013925145333890884	0.00011437481734488664
3	0.00016529096841284962	0.30233257263183977
4	0.00016529096841284962	0.14675589081711304
5	1.3148048046297286e-05	0.0923385947687978
6	1.4286705345691519e-05	0.1862602113776709
7	6.136219276405913e-10	0.34556072704304774
8	3.4953185974864418e-12	0.39676747423066994
9	3.631831500981356e-15	0.538816734003357
10	2.700534264650133e-09	0.4191945144032948
11	5.3006738795830846e-17	0.6852195003967595
12	7.389882274551603e-07	0.20445224973151743
13	1.387026573075831e-23	0.8781174363909454
14	0.0016261543049811598	0.027387593197926163
15	4.470423980003878e-15	0.6704675101784022
16	1.4161594580335872e-09	0.41730480236712697
17	5.827770603579381e-14	0.5586898284457517
18	5.32815949394685e-05	0.14038693859523377
19	5.241205925849979e-06	0.1981014890848788
20	4.6072281518209727e-20	0.8007445686755367
21	4.02693636653681e-23	0.9682615757193975
22	9.9285301724597e-08	0.31342417815924284
23	1.1514051185349676e-15	0.6923226156693141
24	1.6848568507111324e-21	0.8763891522960383
25	7.490734983865448e-21	0.8946066635038473
26	0.00010197882349356134	0.08504421136977791
27	0.0051412513936724726	0.03905478323288236
28	8.779192559529777e-07	0.1698304195645689
29	2.606643055332695e-24	0.8781425034294131
30	0.0018982685955570104	0.0983468338330501
31	3.1257893935933035e-08	0.42110762500505217
32	1.1916439676725222e-21	0.9578895301505019
33	3.6125686080792324e-16	0.5331652849730171
34	1.9836374026739254e-19	0.6918771139504734
35	1.061172969832195e-08	0.31551563100606295
36	4.029543905591518e-15	0.6865009276815837
37	1.484146557267888e-20	0.8346256718973729
38	0.004415270977892823	0.018288277344191806
39	3.6125686080792324e-16	0.7501443149449675
40	2.311781801938693e-24	0.9888610889064947
41	5.3006738795830846e-17	0.7481656543798394
42	6.377050006262302e-08	0.2804439920644052
43	9.411447246671075e-21	0.7892793284514885
44	7.389882274551603e-07	0.10322600657764203
45	4.781947549557059e-11	0.44789352617590517
46	5.315562704204138e-21	0.9085955030930956
47	3.1257893935933035e-08	0.2936141483736795
48	9.56761375119679e-07	0.28777533858634874
49	2.3903968771940227e-07	0.13002857211827767
50	0.0002891245521333807	0.019366957870297075
51	4.029543905591518e-15	0.678835532939891
52	4.170445137723012e-05	0.21162811600005904
53	7.972457643272832e-06	0.2655466593722262
54	9.279020904987307e-12	0.4915731592803383
55	0.00019401506678425637	0.053362545117080384
56	1.310388031519907e-13	0.5741176054920131
57	0.0005033972162669749	0.14672857490581015
58	1.3928391384562942e-14	0.5893055369032842
59	1.5766640003938068e-15	0.6997583600209312
60	3.0043852065596933e-05	0.10233442882782584
61	2.9603518140834545e-09	0.4140559878195683
62	1.8224994224854932e-18	0.6944001577277451
63	5.898157742593825e-13	0.41417926952690265
64	0.0023924322986027748	0.04995345894608716
65	5.261992812133684e-11	0.5358964059155116
66	9.058656183971098e-17	0.6637946452197888
67	3.8438797486655093e-10	0.5148891120583086
68	2.3431800300880236e-22	0.9445947559908133
69	3.878396617103576e-14	0.5865550405019929
70	3.3248656904112047e-22	0.9034019152878835
71	3.3884546832364395e-07	0.13747470414623753
72	1.3148048046297286e-05	0.13927634725075855
73	1.0547923124868543e-20	0.8073912887095238
74	4.345314399358819e-11	0.3976768369855336
75	4.8841682655663276e-08	0.16535419711693278
76	4.209694779148158e-24	0.9275085803960339
77	8.779192559529777e-07	0.34776585974550656
78	2.778595629203378e-17	0.7508121031361555
79	6.783858551012968e-18	0.7259979853504515
80	4.227149947344273e-21	0.8833060912058098
81	2.5343711967485913e-18	0.6236722070556089
82	1.1687935314866945e-17	0.7509424340273372
83	2.2467069023494922e-09	0.34889834197784253
84	3.1587655422273655e-06	0.2699278917650261
85	5.73596030333631e-23	0.8958862181960668
86	2.960093230563958e-11	0.4280911898712949
87	1.565138291546187e-26	0.9648400471483856
88	9.333279418643894e-16	0.6634414978184481
89	4.463556465757907e-16	0.6216957202091218
90	3.1058317386559095e-07	0.11474597295337519
91	2.2180649693392377e-19	0.9494892587070712
92	4.2215591229603143e-10	0.4499121334799405
93	3.2495839355603893e-16	0.5783896143871318
94	1.0225744152765218e-11	0.40813680276128117
95	1.2909502556629098e-09	0.2370269802430277
96	6.452717904918518e-23	0.9033795205622538
97	3.5022394449350365e-14	0.5736794866722859
98	0.00010197882349356134	0.00287032703115897
99	1.8954831360154404e-14	0.6171449136207239
100	3.418251770274409e-08	0.32664490177209615
101	2.2175241190176287e-11	0.5270581022576093
102	2.0866706191006884e-20	0.8859420993107745
103	3.1686675045353508e-12	0.35726976000249977
104	1.8548491731815427e-22	0.9085351509197992
105	5.2643675287486944e-14	0.6233601157918027
106	0.0599183176329594	0.015821242846556283
107	2.3431800300880236e-22	0.9294372337437613
108	2.6505480984503616e-13	0.690896917516924
109	2.5096635978856558e-23	0.9973228504514805
110	1.5997950785247816e-06	0.17234050834532855
111	1.8319048367702034e-05	0.13713574962887776
112	7.649443906607136e-24	0.9325954630371636
113	5.4539692606984126e-18	0.6968181614899002
114	3.5403806174345426e-05	0.06600017272206249
115	1.9836374026739254e-19	0.7554630526024664
116	2.628689770080351e-16	0.7538761884612464
117	1.0547923124868543e-20	0.9230245355464833
118	4.470423980003878e-15	0.7115247586284718
119	0.00011983570146308599	0.1242709619721647
120	0.0007459236764378787	0.01988013383979559
121	0.018459919163021796	0.026210986877719278
122	0.00026700354188672194	0.028306488020794607
123	9.088879750491465e-08	0.2462110676030459
124	5.959977253089391e-21	0.860027948682888
125	4.29458378432073e-14	0.5388310643416528
126	8.419211056383573e-12	0.5528219786857659
127	9.455491250210973e-22	0.8420308923596057
128	9.9285301724597e-08	0.12417331511991114
129	2.1611351806873896e-05	0.2791836790111395
130	1.1514051185349676e-15	0.5857592714582879
131	2.3803834156568545e-21	0.9695957483196745
132	3.1622917441118144e-14	0.56103021925571
133	0.005547045773297489	0.01864728937294302
134	8.418420315505805e-19	0.8006326726806163
135	2.2496223655134982e-06	0.23297427384102043
136	1.5860881537530098e-19	0.8071051956187791
137	8.478219656412088e-11	0.38786064406417176
138	1.2315944908054046e-23	0.8635418545594287
139	3.099474897562814e-19	0.7471216427371846
140	2.960093230563958e-11	0.5562402339904189
141	7.332299287762297e-06	0.13645522566068502
142	0.0005446907146271785	0.05991768951221166
143	1.3148048046297286e-05	0.12134345574073735
144	8.66770533510001e-06	0.044551878544761725
145	0.00012988624854041702	0.1074941291060929
146	3.1587655422273655e-06	0.2257093386078547
147	1.0080887370255745e-16	0.7129889803826767
148	5.7897194613690864e-11	0.5597169820541424
149	0.0020506581471840934	0.012555980159115854
150	0.018459919163021796	0.07197427968948678
151	8.421655237261227e-22	0.967276330000272
152	6.285666033684283e-12	0.5681004619199421
153	2.1611351806873896e-05	0.20329323466099047
154	3.3884546832364395e-07	0.2523257445703234
155	3.675724460757024e-20	0.7438258540750929
156	2.066131815953628e-06	0.1954294811093188
157	2.9495324336205083e-15	0.5813589272732578
158	1.0934872537169307e-23	0.9700199890883123
159	5.315562704204138e-21	0.8468288014900353
160	5.703150774967196e-07	0.23984775914758616
161	2.6886306085087934e-11	0.49376971426872995
162	1.632521862916834e-18	0.6199557183813798
163	1.6627978857398867e-20	0.8289808995501787
164	0.004091088218601433	0.15679139464608427
165	0.0027900979937120554	0.018576202177409518
166	0.006455379570621989	0.07002214371922233
167	3.948202784660857e-11	0.4863451109370318
168	1.9608582612163948e-13	0.6063294616533303
169	2.577517429638553e-14	0.5688514370864813
170	6.218161499324291e-07	0.31736240932216075
171	4.227149947344273e-21	0.9886161544124489
172	3.6125686080792324e-16	0.5797452192457969
173	1.6470812157212036e-10	0.3801411726235504
174	2.6886306085087934e-11	0.5509482191178968
175	3.156119570081098e-18	0.7453344309065021
176	1.0226921023805403e-14	0.6692328934531846
177	5.8351125057659976e-08	0.2649195576628094
178	0.021416129279738454	0.06633483442844157
179	4.781947549557059e-11	0.3700841979141063
180	6.76621959215509e-15	0.6297175070215645
181	3.1058317386559095e-07	0.2101740099148396
182	1.4520529029798736e-17	0.7527555537388139
183	0.05570845513210173	0.06653648135411494
184	4.3978062319028227e-07	0.26031509857854096
185	5.1574215566801904e-20	0.8047545637433454
186	2.1902240880871025e-07	0.19343428262332774
187	3.6125686080792324e-16	0.6394608808799401
188	1.6032391706978588e-13	0.5246703091237337
189	1.1916439676725222e-21	0.9248079703993507
190	4.818133993668948e-06	0.263296770487111
191	0.0017570352860822665	0.06596109068402378
192	4.0157548890425276e-16	0.7350659632886695
193	2.9315564310048836e-20	0.7721780295432468
194	4.714221627417573e-22	0.907815852503524
195	1.6118355593120994e-24	0.9319720691968373
196	0.04474549023636426	0.013951572975597015
197	1.1360115106630208e-06	0.2343620861214205
198	2.930152308976178e-13	0.6167783570016576
199	1.383128748205644e-26	0.9490163206876164
200	2.564428800181581e-29	0.9501761192470797
201	9.69623824821557e-13	0.5566531881951564
202	3.2803081127949864e-26	0.9156063497662745
203	2.6505480984503616e-13	0.6415662089463375
204	6.736149613327252e-10	0.39000771414124624
205	7.007409564699388e-11	0.48599066709690975
206	9.404694816737232e-18	0.6043104829199732
207	2.930152308976178e-13	0.5495479215085626
208	2.9958363101001292e-21	0.9261814267064536
209	1.7587656229428876e-23	0.9187334356336061
210	8.478219656412088e-11	0.3948756129235549
211	1.0934872537169307e-23	0.9632625284407118
212	0.00011983570146308599	0.17395566668046436
213	5.230318582135368e-07	0.12632951943963733
214	0.0012884171518711836	0.13507915804673132
215	2.3974166478569683e-13	0.5056621656768967
216	0.0051412513936724726	0.021524805274197978
217	1.862795448320438e-20	0.947970211217681
218	1.1916439676725222e-21	0.8271154711707325
219	0.021416129279738454	0.015018980742122379
220	2.3469883241512757e-05	0.17619625557505525
221	8.852087086889009e-09	0.332063574366837
222	6.801533954404089e-05	0.1309968448109169
223	1.1727663923956139e-18	0.8094906921265821
224	1.5423005349964428e-07	0.34473665268329345
225	1.1916439676725222e-21	0.9401074823333672
226	3.5800259484027107e-13	0.58201417994708
227	2.959067744588949e-22	0.8788319844118441
228	1.0501586614247827e-18	0.8447344453922219
229	2.3431800300880236e-22	0.9053923187086492
230	7.708150590431787e-11	0.45988026581680697
231	1.256665585000823e-14	0.5463468160203733
232	1.862795448320438e-20	0.7986035911520394
233	1.2716604950316433e-08	0.28571885173414757
234	3.855307061750054e-12	0.4902535226199277
235	2.138245409356688e-12	0.5991103076458784
236	0.0022150690748875853	0.015533275550835723
237	1.943389534428335e-15	0.5934814081966372
238	6.136219276405913e-10	0.4336763489894583
239	2.3372526529907192e-20	0.8073605288848414
240	2.1902240880871025e-07	0.31524480309537295
241	2.633290414942012e-22	0.8928887085251513
242	1.4199491928481571e-15	0.5778572152845355
243	4.3978062319028227e-07	0.18401020162746506
244	1.5860881537530098e-19	0.7879292338255043
245	3.4953185974864418e-12	0.6120311770449339
246	0.0002891245521333807	0.053909272073752956
247	2.2175241190176287e-11	0.4201936800011322
248	1.544780279879565e-16	0.6790688365654296
249	2.6177034639383004e-20	0.9186017779775258
250	0.028790849095850106	0.00040202489135743313
251	2.625397271497777e-25	0.9767591490310596
252	1.1275574572247184e-10	0.37658031474577447
253	1.387026573075831e-23	0.9737835383583225
254	4.29458378432073e-14	0.604716100974053
255	1.3375878075405182e-21	0.828845807980693
256	1.5766640003938068e-15	0.5747115047081023
257	1.310388031519907e-13	0.6280761983073504
258	4.8841682655663276e-08	0.28557628169569393
259	1.0080887370255745e-16	0.586833340656083
260	7.536381779955006e-19	0.7500217637026599
261	3.769132629105816e-21	0.8583138364290424
262	2.4942751851077527e-17	0.7550821884676802
263	7.312775470410909e-17	0.698057248447303
264	7.230851686304509e-20	0.8644794300545998
265	2.2467069023494922e-09	0.32268099683674645
266	4.960867273391568e-16	0.6707887907875872
267	3.499679711570332e-10	0.45087393641334916
268	4.635937126165478e-10	0.3821027520315172
269	9.692489943521584e-09	0.4108113499221856
270	1.0724783008069952e-09	0.4014795834695406
271	1.810353405584934e-10	0.3173839459582769
272	1.8954831360154404e-14	0.6219193679203014
273	7.394079166115564e-10	0.43024727082126435
274	1.612952409844866e-25	0.9738020779272523
275	1.2677813055695773e-19	0.6778008914343111
276	1.2376924319730712e-06	0.19856988842711087
277	2.013630763926029e-11	0.4267010093480328
278	1.6470812157212036e-10	0.343346239774423
279	4.1153788798733504e-20	0.7976388039585666
280	2.6177034639383004e-20	0.8799982885634318
281	3.8723888059055183e-19	0.903841955826372
282	8.435143991709687e-18	0.6627198123752622
283	1.8382623276621628e-07	0.2702082620297578
284	1.7423499022449367e-06	0.25236670150458973
285	1.5619418380412933e-23	0.8548979426974024
286	4.831671939255557e-13	0.5277146463087466
287	1.5860881537530098e-19	0.8021610840045981
288	4.960867273391568e-16	0.5724885171916063
289	6.783858551012968e-18	0.7331425252875111
290	1.4984020557920914e-10	0.5190116274640558
291	7.490734983865448e-21	0.770883910501888
292	8.780139475971806e-13	0.5688579907047155
293	5.898157742593825e-13	0.4657098785919809
294	1.2397673151804394e-10	0.3426889079532818
295	0.0011026703008035733	0.06820934841670412
296	2.6398149264500754e-10	0.37792417932809985
297	0.00026700354188672194	0.07962607769825236
298	2.824950006848895e-23	0.982817113730445
299	4.0320952380958185e-07	0.18161285133076377
300	6.452717904918518e-23	0.8118586977205398
301	1.5619418380412933e-23	0.8749616449558981
302	2.2707692857939803e-18	0.6884132523859433
303	6.45091237640747e-14	0.5694944127453757
304	6.742920613048966e-06	0.16097143681560877
305	2.6886306085087934e-11	0.4668800227633063
306	1.0706989240351266e-12	0.345172051155215
307	1.2099021366047632e-05	0.2250399578140846
308	2.326725780923254e-14	0.5925118687657968
309	1.3918913390886173e-08	0.31226983770191696
310	2.0866706191006884e-20	0.9163055534683507
311	1.3375878075405182e-21	0.9096355249515571
312	1.0425887293468175e-06	0.2571182937821962
313	9.422712039591189e-06	0.1108913007440292
314	8.000003368997947e-05	0.19296273201911285
315	4.29458378432073e-14	0.49958417067888605
316	6.038323261820591e-19	0.7285856679745962
317	2.6130872935110884e-08	0.20819443840879148
318	5.230318582135368e-07	0.24803355837723073
319	1.1611038391144324e-22	0.851671874936367
320	3.948202784660857e-11	0.41584871826752734
321	6.783858551012968e-18	0.6166850671552362
322	1.6838675083618344e-07	0.23366613923925006
323	6.801533954404089e-05	0.10196725942579743
324	8.780139475971806e-13	0.5158570169685298
325	1.1275574572247184e-10	0.47714098704978236
326	3.437712802590107e-06	0.15267164409316325
327	2.1001547863670312e-14	0.6218062317404155
328	1.3928391384562942e-14	0.5440101188139381
329	3.2730912807407533e-15	0.6541373469707443
330	8.66770533510001e-06	0.1445455401246598
331	4.463556465757907e-16	0.7515278171352439
332	2.6130872935110884e-08	0.2220491397999227
333	3.5800259484027107e-13	0.519351824366033
334	4.463556465757907e-16	0.7852960282216189
335	0.0012884171518711836	0.02233042799180618
336	1.468769228044084e-06	0.3243624597261865
337	1.501278037598853e-21	0.872922376400111
338	1.4622228239507717e-18	0.8447096076020696
339	1.3052153802738832e-12	0.5384405925945437
340	4.5312933794119224e-23	0.866608274166513
341	1.2315944908054046e-23	0.9498059913536265
342	7.230851686304509e-20	0.8264069976293413
343	2.034411187608509e-18	0.8541154438365387
344	0.00015254382981658659	0.09874340182034835
345	4.2754103209432213e-17	0.651304332340991
346	8.418420315505805e-19	0.703516988152653
347	1.4494990209198662e-13	0.6102408126466297
348	6.452717904918518e-23	0.799615261736028
349	0.00036689569324668467	0.03457121987163425
350	1.0080887370255745e-16	0.7702387345549799
351	2.9495324336205083e-15	0.731728600739527
352	2.8580928395374168e-08	0.2596983932983531
353	3.1058317386559095e-07	0.2570692988221467
354	7.140066843841653e-14	0.6323033174301278
355	4.467891517272665e-08	0.34529746159108154
356	8.091600225834662e-20	0.7965886780072875
357	5.617134695785637e-09	0.44614623200345727
358	1.6182629110753333e-17	0.7827494147841719
359	3.2803081127949864e-26	0.9904717836238407
360	1.5423005349964428e-07	0.30024833953390007
361	1.8382623276621628e-07	0.14300582825809938
362	5.947245059882148e-22	0.9013084363492738
363	3.499679711570332e-10	0.5415593788873733
364	7.649443906607136e-24	0.9747403708550822
365	1.256665585000823e-14	0.6366044000018972
366	2.824950006848895e-23	0.9939130246104789
367	7.949902187281109e-13	0.5460708041429516
368	1.7555810182960296e-12	0.5264259339055213
369	2.4491837736891525e-06	0.1354279030721699
370	9.088879750491465e-08	0.3557051709838811
371	0.00011983570146308599	0.026218567296373285
372	4.086725949315152e-08	0.1603951795196491
373	1.248122311509749e-16	0.7456371927074961
374	0.024836054892298055	0.03039968992878883
375	1.2909502556629098e-09	0.36654309724374434
376	1.0547923124868543e-20	0.8623462528380441
377	7.564900003275422e-18	0.6926777175073543
378	4.29458378432073e-14	0.6909421420661686
379	4.0320952380958185e-07	0.18863680095531088
380	2.2175241190176287e-11	0.44190428074842336
381	3.956649967748096e-13	0.5815774073442912
382	6.137948779286605e-25	0.9897517076637052
383	2.7672461366163883e-05	0.20390622523312185
384	1.4286705345691519e-05	0.24773290176235485
385	4.0320952380958185e-07	0.26217308377291193
386	6.807124746916417e-16	0.7501724132979928
387	9.324400334032994e-11	0.4569753274356928
388	5.703150774967196e-07	0.05692943841109499
389	5.2643675287486944e-14	0.5085162406102396
390	3.737741992327995e-08	0.21196016464367595
391	8.091600225834662e-20	0.7986042447602102
392	2.9603518140834545e-09	0.29733138150727223
393	0.000806728362039618	0.02760601195450363
394	1.8954831360154404e-14	0.593432449464621
395	5.772827211363683e-20	0.8438404289311888
396	5.589224405194718e-10	0.3810161240622142
397	5.772827211363683e-20	0.7498583107261434
398	3.5800259484027107e-13	0.5111414782971282
399	3.5800259484027107e-13	0.5409518049621886
400	7.649443906607136e-24	0.9594343210617524
401	2.9958363101001292e-21	0.8039608914986468
402	4.910806553620361e-05	0.03232306662357398
403	4.960867273391568e-16	0.7093872512312951
404	1.4494990209198662e-13	0.46500148156350607
405	4.714221627417573e-22	0.9475489413950998
406	1.0425887293468175e-06	0.2214327343234883
407	5.230318582135368e-07	0.2670720196843658
408	0.0011919877808878653	0.081473964877262
409	5.589224405194718e-10	0.42861882866378653
410	2.1611351806873896e-05	0.10901876401906829
411	1.632521862916834e-18	0.6337867606119179
412	2.7725997676613706e-19	0.8029632373737379
413	1.302802783387341e-17	0.6968004961201785
414	6.807124746916417e-16	0.7662113810757705
415	1.523353054884765e-08	0.3424541198435198
416	5.40427633098365e-19	0.8458514830276777
417	3.58706755841662e-11	0.42876877499944255
418	2.7725997676613706e-19	0.8240098704123188
419	1.4199491928481571e-15	0.6264961586242938
420	2.3469883241512757e-05	0.1434230486702449
421	0.000589315595299787	0.07838689985494796
422	0.00010197882349356134	0.01833264291300729
423	0.0013925145333890884	0.06672499763935646
424	2.930152308976178e-13	0.4585838137084318
425	1.5522534734266206e-05	0.11334192276759048
426	0.023063913632408874	0.027783348848669953
427	7.312775470410909e-17	0.7548614813904674
428	2.388869835107318e-08	0.3948504804606394
429	1.248122311509749e-16	0.7469384956075251
430	7.708150590431787e-11	0.45240482674645155
431	3.5800259484027107e-13	0.4500867470007611
432	3.2586786290878644e-11	0.47807250671783097
433	9.324400334032994e-11	0.47400392656219403
434	4.327816547990872e-19	0.8031633421141696
435	2.6886306085087934e-11	0.40239251985773583
436	1.3375878075405182e-21	0.904686160343623
437	0.0013925145333890884	0.037061047954035864
438	2.0866706191006884e-20	0.7738743427204187
439	1.3148048046297286e-05	0.12564138113773882
440	6.76621959215509e-15	0.6185135669120855
441	0.0022150690748875853	0.010364261335231939
442	4.831671939255557e-13	0.538627282576347
443	0.03590818673251807	0.0030179566195963625
444	1.5619418380412933e-23	0.9511937854902045
445	3.769132629105816e-21	0.905402033702778
446	3.8723888059055183e-19	0.7959669419422694
447	3.3248656904112047e-22	0.9152743199147875
448	0.0005446907146271785	0.14555823115839706
449	3.261542257761142e-05	0.15773006987053328
450	7.332299287762297e-06	0.187631672902434
451	2.9495324336205083e-15	0.6224959022999211
452	1.9802230580766404e-23	0.9058094960083019
453	4.5312933794119224e-23	0.9899551783590737
454	2.125699958295615e-16	0.7111224587658159
455	1.2677813055695773e-19	0.7318004091422953
456	8.821396121824491e-25	0.9092932045442544
457	4.345314399358819e-11	0.4008737323711209
458	6.20034461778039e-06	0.24985068022503676
459	0.0015048787035827058	0.17343017078712286
460	3.437712802590107e-06	0.119457050333729
461	5.1574215566801904e-20	0.8126105880328287
462	2.3469883241512757e-05	0.14679237341724316
463	9.088879750491465e-08	0.2642974827269007
464	1.1727663923956139e-18	0.8190891786335308
465	9.773951835271252e-10	0.31058725179421
466	2.5096635978856558e-23	0.9824174492929428
467	3.499679711570332e-10	0.2666387021516352
468	4.372515814034076e-13	0.5336533449712114
469	7.007409564699388e-11	0.31446701118584963
470	4.5312933794119224e-23	0.9107728311738374
471	1.0254132401161822e-10	0.36655664385123443
472	4.6891019356857185e-12	0.43359232727316455
473	2.3974166478569683e-13	0.5122926922783614
474	1.7587656229428876e-23	0.9388864773697133
475	3.5403806174345426e-05	0.030949006271150714
476	1.2677813055695773e-19	0.7168786636316892
477	7.649443906607136e-24	0.8910189542923389
478	0.0004298421262929876	0.027287223517468817
479	1.8283244033809246e-11	0.5220512472525107
480	1.5533746896978235e-09	0.3259898117700253
481	1.862795448320438e-20	0.8594893208655858
482	1.7731320353695655e-13	0.5585165509225178
483	4.470423980003878e-15	0.6902278681627478
484	1.543635461320267e-14	0.45285349995153745
485	1.3928391384562942e-14	0.6283090375213571
486	9.9285301724597e-08	0.2900968516874258
487	0.05570845513210173	0.009348577966515781
488	1.3928391384562942e-14	0.5767559349870908
489	1.1617110599740812e-08	0.3114442141324628
490	1.6032391706978588e-13	0.5172675985011298
491	3.521595361568285e-18	0.9164058530538978
492	2.9603518140834545e-09	0.426474788501396
493	6.377050006262302e-08	0.2473960366023854
494	4.635937126165478e-10	0.37129376127905445
495	4.1153788798733504e-20	0.9318611166365406
496	3.3248656904112047e-22	0.9368683813090937
497	1.5860881537530098e-19	0.8443299485657132
498	2.6705516125667e-21	0.9202065143056605
499	1.1360115106630208e-06	0.22790028995131695
